Ticker,Name,Tot Assets LF,Debt/Assets LF,ROA LF,Curr Ratio LF,EBIT T12M,R&D Exp T12M,CAPEX T12M
ARRAF US Equity,ARRIA NLG PLC,25876000,14.156,-27.3619,2.3527,-8250000,980000,-38000
1367809D US Equity,ARRIS GROUP INC,1561949056,19.9795,7.6366,4.2265,100492000,71233000,-15072000
ARRS US Equity,ARRIS INTERNATIONAL LTD,4513240064,34.8774,5.7811,2.0783,247605000,536431000,-52527000
ARW US Equity,ARROW ELECTRONICS INC,12006198272,23.6051,3.9061,1.7657,746603008, ,-147680000
ARTD US Equity,ARTISTDIRECT INC,4196000,65.1811,-124.7979,0.6119,-5697000,398000,-101000
ASAL US Equity,ASA INTL LTD,18748498,17.8579,6.8838,2.4646,-708089, ,-796189
ASTN US Equity,ASANTE NETWORKS INC,39896000,0, ,2.2122, , , 
ASNL US Equity,ASANTE TECHNOLOGIES INC,5546000, ,-34.2195,1.6931,-2036000,2224000,-18000.0001
2061517D US Equity,ASPEN TECHNOLOGY INC,266780000,0,39.1343,0.8329,190587000,69913000,-6096000
APYI US Equity,ASPYRA INC,14632753,31.427,-41.6156,0.1914,-4616055,1782590,-38817
AMNW US Equity,ASSURANCE GROUP INC,0, , ,0, , , 
ATEA US Equity,ASTEA INTL INC,12705000,11.2239,-22.9344,0.7018,-2770000,1387000,-103000
ASTO US Equity,ASTRO COMMUNICATIONS INC, , , , , , , 
ALOT US Equity,ASTRONOVA INC,79947000,0,5.2455,4.8992,5934000,6588000,-2701000
ASUR US Equity,ASURE SOFTWARE INC,33641000,41.2473,-2.5407,0.4437,503000,3123000,-1758000
1885807D US Equity,ATHENAHEALTH INC,1091401984,27.4876,0.9045,1.7153,-1930000,90477000,-90051000
ATYG US Equity,ATLAS TECHNOLOGY GROUP INC,2278610,0,-367.6791,0.0819,-3689078,1380491, 
SYNT US Equity,ATOS SYNTEL INC,1371223040,9.6427,19.454,4.5475,278610000, ,-19809000
AFLO US Equity,AUCTION FLOOR INC, , , , , , , 
AEYE US Equity,AUDIOEYE INC,3788371,1.4201,-192.2205,0.8382,-17072501,512248,0
AURZ US Equity,AURIOS INC, , , , , , , 
AHRO US Equity,AUTHENTIC HOLDINGS INC,622583,244.2055, ,0.1637, ,5789,-25899
AUID US Equity,AUTHID INC, , , , , , , 
AVSM US Equity,AVATAR SYSTEMS INC, , , , , , , 
AVNW US Equity,AVIAT NETWORKS INC,228000000,3.9474,-8.3339,1.5424,-19400000,24300000,-2900000
AVID US Equity,AVID TECHNOLOGY INC,264176000,39.5967,0.7785,0.4855,4637000,94920000,-12742000
AVSR US Equity,AVISTAR COMMUNICATIONS CORP,3259000,276.1583,-137.0459,0.1697,-5221000,5410000,-135000
AVT US Equity,AVNET INC,10864455680,19.4411,5.2556,1.7569,841438000, ,-169787000
AVX US Equity,AVX CORP,2365884928,0,8.5381,11.7939,183475000, ,-33023000
ACLS US Equity,AXCELIS TECHNOLOGIES INC,292799008,0,5.4611,4.9908,18743000,32160000,-1515000
AXST US Equity,AXESSTEL INC,9233157,53.2212,-55.183,0.4757,-6246060, ,-25644
AXTI US Equity,AXT INC,153144992,0.845,-0.8176,8.1548,-3825000,5509000,-4105000
AXTC US Equity,AXTIVE CORP,5055761,117.9607,-96.1445,0.0868,-2482785, ,-99000.0001
SCDA US Equity,B-SCADA INC, , , , , , , 
CUDA US Equity,BARRACUDA NETWORKS INC,421324000,1.0704,-18.1383,1.156,-3985000,67461000,-12185000
BRGS US Equity,BARRISTER GLOBAL SVCS NTWK,7673000,11.1951,-11.9478,1.3889,-1021000, ,-523000
BSSP US Equity,BASSLINE PRODUCTIONS INC,10952,3447.3521, ,0.0014, , , 
1624250D US Equity,BAZAARVOICE INC,334959008,17.017,-8.712,1.8127,-25596000,39546000,-16256000
BLLI US Equity,BELL INDUSTRIES INC,29106000,59.0497,-0.2423,1.8181,1148000,0,-272000.002
BNEZ US Equity,BEN EZRA WEINSTEIN AND CO, , , , , , , 
BHE US Equity,BENCHMARK ELECTRONICS INC,1667104000,0.5411,4.6725,4.0807,99717000,0,-40448000
BNFT US Equity,BENEFITFOCUS INC,172355008,29.5048,-42.0931,1.3294,-56261000,49116000,-12857000
BGTK US Equity,BIG TOKEN INC, , , , , , , 
BSGC US Equity,BIGSTRING CORP,144798,178.8008,-139.9913,0.2002,-628194,627631,0
BKYI US Equity,BIO-KEY INTERNATIONAL INC,2659346,6.6859,-91.2681,0.8257,-1818509,1513027,-11358
BAZH US Equity,BIOAUTHORIZE HOLDINGS INC, , , , , , , 
BRGX US Equity,BIOREGENX INC, , , , , , , 
BTGN US Equity,BITCOIN GENERATION INC,103,611443.6875, ,0, , , 
BIZZ US Equity,BIZZINGO INC, , , , , , , 
BKTI US Equity,BK TECHNOLOGIES CORP,40065000,0,1.6679,6.5903,1004000,2802000,-1092000
9876577D US Equity,BK TECHNOLOGIES INC, , , , , , , 
BBBT US Equity,BLACK BIRD BIOTECH INC, , , , , , , 
BBOX US Equity,BLACK BOX CORP,543672000,27.8271,-19.3364,2.0973,-132705992, ,-9398000
BKI US Equity,BLACK KNIGHT INC, , , , , , , 
BLKB US Equity,BLACKBAUD INC,844163968,28.6281,3.1095,0.5918,44030000,84917000,-20154000
BRTI US Equity,BLACKRIDGE TECHNOLOGY INTERN, , , , , , , 
BCDS US Equity,BLAQCLOUDS INC,38067880,0,-3.8366,297.2433,-1473631, ,0
BDRL US Equity,BLONDER TONGUE LABORATORIES,18561000,33.5434,-25.9112,1.1296,-4968000,3380000,-353000
BKSD US Equity,BLUEPRINT TECHNOLOGIES INC, , , , , , , 
BOGN US Equity,BOGEN COMMUNICATIONS INTL,33390000,16.1725, ,1.2809, , , 
BAH US Equity,BOOZ ALLEN HAMILTON HOLDINGS,2874625024,55.7279,7.5982,1.456,432776000,0,-56672000
BRRN US Equity,BORN INC, , , , , , , 
EPAY US Equity,BOTTOMLINE TECHNOLOGIES INC/,656409024,24.7751,-5.3589,2.1634,-1420000,46764000,-23230000
BOX US Equity,BOX INC - CLASS A,479985984,9.9149, ,1.4661,-197272000,93898000,-56759000
BVTK US Equity,BRAVATEK SOLUTIONS INC,379285,378.6749,-1806.9222,0.1656,-2189703, ,-134161
BLIN US Equity,BRIDGELINE DIGITAL INC,19187000,42.2526,-63.579,0.6832,-16044000,1902000,-187000
BTSR US Equity,BRIGHTSTAR INFORMATION TECH,4813000,66.8398,-44.2698,0.387,-854000, ,0
BRCM US Equity,BROADCOM CORP-CL A,13235000320,12.0438,11.112,3.5982,1460000000,2149000000,-305000000
AVGO US Equity,BROADCOM INC,10592000000,37.2829,12.9393,3.3735,1632000000,1049000000,-593000000
BSFT US Equity,BROADSOFT INC,581806976,31.8241,-1.9423,3.3672,2534000,58493000,-12325000
BVSN US Equity,BROADVISION INC,34821000,0,-24.7155,6.624,-7991000,7278000,-16000
BRCD US Equity,BROCADE COMMUNICATIONS SYSTE,4038178048,19.7144,8.7588,3.2936,492679992,356720000,-68743000
BSQR US Equity,BSQUARE CORP,51593000,0,13.2915,3.0023,6422000,1765000,-269000
BIQ AU Equity,BUILDINGIQ INC-CDI,5789202,0, ,2.1982, , , 
BZWR US Equity,BUSINESS WARRIOR CORP,354000,14.1243, ,1.6226, , , 
BFBL US Equity,BUTTERFIELD BLAIR INC, , , , , , , 
RSVP US Equity,BYRON PREISS MULTIMEDIA CO,6664000,54.4268,-72.5108,0.3581,-1568000, , 
2326248D US Equity,CA INC,10892999680,15.2116,6.8179,1.3357,1092000000,590000000,-42000000
CACI US Equity,CACI INTERNATIONAL INC -CL A,3205061888,31.0096,3.9497,1.6483,240829000, ,-18562000
CDNS US Equity,CADENCE DESIGN SYS INC,2331140096,14.9609,9.4131,2.0447,278376000,630721008,-45945000
CSOC US Equity,CADUCEUS SOFTWARE SYSTEMS CO,0, , ,0,-116086, ,0
CNO CN Equity,CALIFORNIA NANOTECHNOLOGIES,268107,1.3565,-70.8144,0.1127,-337128,21388,-19179
CALX US Equity,CALIX INC,344128000,0,-5.2608,2.9652,-18375000,88092000,-8423000
CALD US Equity,CALLIDUS SOFTWARE INC,234310000,0.0952,-7.6385,1.4894,-13398000,24355000,-11534000
CLWA US Equity,CALLWAVE INC,54374000,0,1.6942,10.6748,-8346999.9375,5218000,-906000
CBEX US Equity,CAMBEX CORP,314261,136.7153,76.2247,0.1059,-671331,850711,0
CTLP US Equity,CANTALOUPE INC,74200000,8.5458,-0.5477,1.4368,988349, ,-77819
CGSYQ US Equity,CAPITAL GROWTH SYSTEMS INC,29449000,0,3.4308,0.5953,-10062000, , 
CAPC US Equity,CAPSTONE COMPANIES INC,11180713,68.5889,-3.775,0.9102,16977,243061,-91064
CBRJ US Equity,CARBON RACE CORP,7400,2400,-3488.4395,0,-1660000,0,-9000
CARB US Equity,CARBONITE INC,128000000,0,-17.8187,0.711,-20785000,27943000,-12166000
CXCQ US Equity,CARDXX INC, , , , , , , 
CCLD US Equity,CARECLOUD INC,21581576,10.9341,-18.9576,0.7279,-6259118,624719,-872427
CRVW US Equity,CAREVIEW COMMUNICATIONS INC,13331603,248.3348,-116.5841,2.0066,-6935392,967153,-902550
CRSM US Equity,CARSMARTT INC, , , , , , , 
CRTN US Equity,CARTESIAN INC,48065000,6.8012,-10.9731,1.5973,-3992000,1312000,-1128000
CSLT US Equity,CASTLIGHT HEALTH INC-B,184923008,0,-38.4557,3.9423,-80840000,28137000,-3961000
CTYO US Equity,CATHAYONLINE INC, , , , , , , 
CAVM US Equity,CAVIUM LLC,424703008,7.7927,-6.7345,4.0987,-25017000,211122000,-33354000
CDEX US Equity,CDEX INC-CLASS A SHARES, , , , , , , 
CDK US Equity,CDK GLOBAL II LLC,2488499968,39.4575,8.0019,1.9261,361100000,0,-40500000
CDW US Equity,CDW CORP/DE,6741499904,48.4729,5.6908,1.461,726400000, ,-64500000
CESF US Equity,CE SOFTWARE INC, , , , , , , 
CEOS US Equity,CECORS INC,197183,66.4221,-349.2307,0.3325,-4128920, , 
CELO US Equity,CEELOX INC, , , , , , , 
CLTY US Equity,CELERITY SOLUTIONS INC,3617325,31.6823,-44.4423,0.8797,-2317567,1958480.9922, 
CGSO US Equity,CENTERGISTIC SOLUTIONS INC,1724270,21.3422,19.677,1.2881,382807,264014,-45071
CERN US Equity,CERNER CORP,5522925056,11.4191,10.5113,2.149,759296000,505444008,-331587000
CSNL US Equity,CES INTERNATIONAL INC, , , , , , , 
CHGT US Equity,CHANGING TECHNOLOGIES INC,1559,907.3765,-1437.3436,0.0105,-609270, ,0
ECOM US Equity,CHANNELADVISOR CORP,120941000,1.7786,-21.3426,2.4903,-26755000,15968000,-4043000
CRGEQ US Equity,CHARGE ENTERPRISES INC, , , , , , , 
CHWD US Equity,CHATSWORTH DATA SOLUTIONS IN,2630167,105.3124,-127.0351,0.4462,-2839713, ,-80018
CKP US Equity,CHECKPOINT SYSTEMS INC,653086976,10.0118,-0.9434,2.2496,5922000,18385000,-19060000
CLAD US Equity,CHINA LIAONING DINGXU ECOLOG, , , , , , , 
CMNT US Equity,CHINA MULANS NANO TECHNOLOGY, , , , , , , 
CMXX US Equity,CIMETRIX INC,3799000,0,6.5258,3.4987,441000,961000,-27000
CRLI US Equity,CIRCUIT RESEARCH LABS INC,11170004,28.0489,3.5819,1.0173,717201,2044100.0313,-49814
CRUS US Equity,CIRRUS LOGIC INC,1212294016,13.2343,9.8652,2.7451,168889000,246637000,-49843000
CISN US Equity,CISION LTD, , , , , , , 
CNWT US Equity,CISTERA NETWORKS INC,1926155,39.1752,-6.7525,0.0934,-107229, , 
CTXS US Equity,CITRIX SYSTEMS INC,5405483008,24.3622,5.327,1.1225,355087000,565919008,-169566000
CMST US Equity,CITYMAINSTREET TECH GROUP HL, , , , , , , 
CLFD US Equity,CLEARFIELD INC,57627616,0,8.5535,8.0904,7051355, ,-4518782
CLRO US Equity,CLEARONE INC,90783000,0,7.9571,4.5066,10449000,8378000,-453000
CLST LN Equity,CLEARSTAR INC,12188000,2.5353,-43.9506,4.7233,-4065000,1133000,-181000
CSYS US Equity,CLEARSTORY SYSTEMS INC,6108000,27.243,-45.1651,0.2109,-2617000.0625,3262000,-83000.0005
CLRI US Equity,CLEARTRONIC INC, , , , , , , 
CLIS US Equity,CLICKSTREAM CORP, , , , , , , 
1498228D US Equity,CLOUD CENTRIC INC, , , , , , , 
CLDZ US Equity,CLOUD TECHNOLOGIES INC, , , , , , , 
CLHI US Equity,CLST HOLDINGS INC,39562000,65.6944,-14.0788,0.1392,-9701000, ,-1000
CMEY US Equity,CMONEY INC, , , , , , , 
CBRI US Equity,CMTSU LIQUIDATION INC,500438016,5.9894,1.5103,2.032,14424000,0,-6599000
CDRBQ US Equity,CODE REBEL CORP,12576422,0, ,8.6445,-1071649, ,-18185
ITEN US Equity,CODESMART HOLDINGS INC, , , , , , , 
CTSH US Equity,COGNIZANT TECH SOLUTIONS-A,12267599872,7.744,14.5437,3.4006,2068008032,0,-406956000
COHR US Equity,COHERENT CORP,1034025984,15.7146,6.7637,3.9837,79131000,51468000,-40308000
2150994D US Equity,COHERENT INC,968947008,0,7.7639,5.5531,100747000,81455000,-22848000
COHU US Equity,COHU INC,332486016,0,-0.3797,3.2722,6790000,36147000,-4106000
CLXS US Equity,COLLEXIS HOLDINGS INC, , , , , , , 
1876018D US Equity,COLOR IMAGING INC,17846350,0.0478,4.5043,4.4486,1275489,1155361,-425531
CGUD US Equity,COM-GUARD.COM INC, , , , , , , 
CMRO US Equity,COMARCO INC,1273000,0,-65.5137,0.8424,-1270000,118000, 
CMCJ US Equity,COMCAM INTERNATIONAL INC, , , , , , , 
CMPY US Equity,COMEPAY INC, , , , , , , 
CBUIF US Equity,COMMODORE INTL LTD,265799984,49.699,-78.1028,0.6436,-284500000, , 
COMM US Equity,COMMSCOPE HOLDING CO INC,7861206016,68.1257,0.8062,3.0768,236238000,116361000,-51473000
CSYT US Equity,COMMUNICATION SYNERGY TECHNO, , , , , , , 
CVLT US Equity,COMMVAULT SYSTEMS INC,696864000,0,-0.5851,2.1493,-1143000,66181000,-6443000
CSC US Equity,COMPUTER SCIENCES CORP,10012999680,26.0661,0.34,1.3163,-238000000, ,-364000000
CSVI US Equity,COMPUTER SERVICES INC,199208992,0,15.2951,1.5862,47673000, , 
COMS US Equity,COMSOVEREIGN HOLDING CORP,2279066,4.8265,-247.1339,1.3443,-5890232,0,-301049
COMX US Equity,COMTREX SYSTEMS CORP,5962261,20.0399,0.8429,2.0446,197202.6016,99900,-217000.001
SREV US Equity,CONCENTRIX SREV INC,319064992,39.5462,-14.4629,7.7564,-35786000,18745000,-10005000
CTCT US Equity,CONSTANT CONTACT INC,348431008,0,5.9838,3.1556,27563000,56332000,-25681000
2521604D US Equity,CONTENT CHECKED HOLDINGS INC,10053,3.7302, ,26.808, , , 
CTLR US Equity,CONTINENTAL RESOURCES INC/MA, , , , , , , 
CTRL US Equity,CONTROL4 CORP,143462000,0.7709,2.1086,4.4477,2795000,31154000,-3479000
CVG US Equity,CONVERGYS CORP,2502799872,15.7823,6.9214,2.2809,183200000,7400000,-118600000
COYNQ US Equity,COPSYNC INC,1458964,164.7395,-324.4728,0.2435,-4850058,1755464,-47921
CRTG US Equity,CORETEC GROUP INC/THE, , , , , , , 
CSOD US Equity,CORNERSTONE ONDEMAND INC,497096992,46.4263,-17.741,1.4766,-68043000,39490000,-15509000
CGLO US Equity,CORO GLOBAL INC,377102,4.0575,-185.0294,4.9395,-746816,0,0
COVS US Equity,COVISINT CORP,107076000,0,-25.131,2.0227,-29755000,11507000,-7096000
CRAF US Equity,CRAFT COLLEGE INC, , , , , , , 
CRAY US Equity,CRAY INC,768140992,0,12.4856,2.4168,50248000,92017000,-12098000
CXDO US Equity,CREXENDO INC,5732000,0,-79.2456,1.3007,-5319000,938000,-2028000
CSPI US Equity,CSP INC,46996000,0,-0.4501,2.3059,226000,2826000,-724000
CSRA US Equity,CSRA INC,1913456000,7.9128, ,0.791, , , 
CTS US Equity,CTS CORP,488740992,18.517,5.2258,2.8133,26507000,22176000,-10443000
1917814D US Equity,CUBED INC, , , , , , , 
1948655D US Equity,CVENT INC,305491008,0,-3.1369,2.0565,-12360000,19039000,-3973000
CYBD US Equity,CYBER DIGITAL INC,2713606,87.1604,-52.0715,0.2206,-1770604,40000,-4960
CYPJ US Equity,CYBER OPERATIONS INC, , , , , , , 
CYRD US Equity,CYBERECORD INC, , , , , , , 
CKYS US Equity,CYBERKEY SOLUTIONS INC, , , , , , , 
CLOQ US Equity,CYBERLOQ TECHNOLOGIES INC, , , , , , , 
CYRP US Equity,CYBRA CORP,254289,574.1499,-61.6367,0.0666,-119190,189308,-8559
CYIO US Equity,CYIOS CORP,380825,7.7608,-13.9318,2.3205,-112731, ,0
CTEK US Equity,CYNERGISTEK LLC,21448892,9.9128,2.8855,1.1517,680652,0,-31501
DGIF US Equity,D7 ENTERPRISES INC, , , , , , , 
DJCO US Equity,DAILY JOURNAL CORP,228196000,12.9244,0.3432,2.8662,-3512000, ,-565000
DAKT US Equity,DAKTRONICS INC,358438016,4.3179,3.0495,2.2061,17122000,25642000,-19629000
DASX US Equity,DAS INC, , , , , , , 
DTEV US Equity,DATA EVOLUTION HOLDINGS INC, , , , , , , 
DAIO US Equity,DATA I/O CORP,19104000,0,4.8907,4.2937,1101000,4698000,-1080000
DTST US Equity,DATA STORAGE CORP,3793666,36.1349,-15.7926,0.1187,-496369, ,0
ATDS US Equity,DATA443 RISK MITIGATION INC, , , , , , , 
DTLK US Equity,DATALINK CORP,499179008,6.4518,1.2382,1.4095,10019000,31977000,-3623000
DLGI US Equity,DATALOGIC INTERNATIONAL INC,1616746,121.6553,-125.5494,0.5532,-2987417, ,-316779.002
DTRK US Equity,DATATRAK INTERNATIONAL INC,4793554,0,-65.1613,0.4009,-2891954, , 
DWCH US Equity,DATAWATCH CORP,58931000,0,-61.2658,3.4233,-52447000,8895000,-490000
DDD LN Equity,DDD GROUP PLC,5477000,27.9167,-49.1778,1.0313,-1682000, ,-11000
DLAD US Equity,DEALERADVANCE INC,57863,18753.3223,-4895.8491,0.0037,-2320281, ,0
DRSV US Equity,DEBT RESOLVE INC,1752862,240.56,-152.004,0.1864,-87600,0,0
DECN US Equity,DECISION DIAGNOSTICS CORP,4790296,64.6075,-113.5557,1.1059,-4856697,0,0
DPSI US Equity,DECISIONPOINT SYSTEMS INC/CA,14104000,35.1319,-12.9774,0.425,-3053000,0,-99000
DPFD US Equity,DEEP FIELD TECHNOLOGIES-CL A,4475924,101.6011,-231.3316,0.1333,-1695713, ,0
DEGA US Equity,DEGA TECHNOLOGY INC,2000.0001,1300,-294.5736,0.0099,-225000, ,0
DGMA US Equity,DEGAMA SOFTWARE SOLUTIONS IN, , , , , , , 
DEIX US Equity,DEI HOLDINGS INC,329316992,78.5234,-31.1417,2.2641,46046000, ,-3530000
DLPX US Equity,DELPHAX TECHNOLOGIES INC,23986000,53.9189,-30.0805,2.3598,-3900000,3498000,-111999.9961
DWRE US Equity,DEMANDWARE LLC,352652992,0,-12.1173,4.0758,-49225000,58489000,-16305000
DTRM US Equity,DETERMINE INC,43703000,23.9045,-37.2385,0.6821,-14005000,3557000,-7000
DTTO US Equity,DETTO TECHNOLOGIES INC,536000,73.694,-197.1609,0.2853,-1081000.0078, ,-6000
DLPM US Equity,DEVELOPMENT CAPITAL GROUP IN, , , , , , , 
DGII US Equity,DIGI INTERNATIONAL INC,300360000,0,2.2301,6.9078,6417000,32047000,-4500000
DGLT US Equity,DIGILITI MONEY GROUP INC,3245216,165.7683,-637.3492,0.2404,-10114934,3055236,-99907
DMRC US Equity,DIGIMARC CORP,59587000,0,-40.2118,14.0584,-16894000,12607000,-1136000
9990824D US Equity,DIGITAL ALLY INC/NV, , , , , , , 
