Ticker,Name,Tot Assets LF,Debt/Assets LF,ROA LF,Curr Ratio LF,EBIT T12M,R&D Exp T12M,CAPEX T12M
BKTI US Equity,BK TECHNOLOGIES CORP,33193000,5.4228,-5.1293,7.9834,-1961000,0,-224000
9876577D US Equity,BK TECHNOLOGIES INC, , , , , , , 
BBBT US Equity,BLACK BIRD BIOTECH INC, , , , , , , 
BBOX US Equity,BLACK BOX CORP,1208114048,16.139,4.2804,1.8282,83950000, ,-7298000
LPS US Equity,BLACK KNIGHT INFOSERV LLC,2249298944,56.0835,8.3766,1.5296,394569000, ,-34022000
BLKB US Equity,BLACKBAUD INC,371361984,0,9.8019,0.7931,52093000,47355000,-13160000
BRTI US Equity,BLACKRIDGE TECHNOLOGY INTERN, , , , , , , 
BLKL US Equity,BLINK LOGIC INC,811647,36.1716, ,0.0619, , , 
BDRL US Equity,BLONDER TONGUE LABORATORIES,27140000,11.577,0.3934,6.3673,290000,2645000,-412000
BCSI US Equity,BLUE COAT SYSTEMS LLC,797836032,9.8495,3.6483,2.8255,42021000,80210000,-10724000
JDAS US Equity,BLUE YONDER GROUP INC,1210845952,22.5526,7.2141,2.3773,118334000,76916000,-9706000
BLP CN Equity,BLUEPOINT DATA INC,5597921,0,-4.2843,1.9849,-254852, ,-304041
BKSD US Equity,BLUEPRINT TECHNOLOGIES INC, , , , , , , 
BMC US Equity,BMC SOFTWARE INC,4189600000,8.0413,10.724,1.5107,557300000,179500000,-18900000
BOGN US Equity,BOGEN COMMUNICATIONS INTL,33390000,16.1725, ,1.2809, , , 
BAH US Equity,BOOZ ALLEN HAMILTON HOLDINGS,3136168960,31.2444,5.4091,1.7694,350577000, ,-93467000
BRRN US Equity,BORN INC, , , , , , , 
EPAY US Equity,BOTTOMLINE TECHNOLOGIES INC/,369305984,0,10.7206,2.9342,10782000,22782000,-6431000
BDLS US Equity,BOUNDLESS CORP,2432000,32.977,561.3862,0.8667,-48000,204000,-14000.0001
HAXS US Equity,BPO MANAGEMENT SERVICES INC,17060530,30.2888,-169.1844,0.3475,-6888825,479886,-2401241
BVTK US Equity,BRAVATEK SOLUTIONS INC,53016,0,-531.4689,0.0556,-475992, ,-16578
BDTE US Equity,BRENDAN TECHNOLOGIES INC,331825,809.3293,-716.9641,0.0461,-1948166,381405.9922,-28254
BLIN US Equity,BRIDGELINE DIGITAL INC,31409000,16.5494,-2.4773,1.2575,-547000,1866000,-618000
BTSR US Equity,BRIGHTSTAR INFORMATION TECH,4813000,66.8398,-44.2698,0.387,-854000, ,0
BCST US Equity,BROADCAST INTERNATIONAL INC,4319467,149.0458,-56.6458,0.3082,-7567170,2415317, 
BRCM US Equity,BROADCOM CORP-CL A,8296000000,8.4137,12.8904,3.6491,941108992,1976260000,-167894000
AVGO US Equity,BROADCOM INC,2446000128,0.2453,23.9844,3.98,584000000,317000000,-112000000
BSFT US Equity,BROADSOFT INC,278000992,29.3067,20.1345,3.6092,30945000,27513000,-2563000
BVSN US Equity,BROADVISION INC,61420000,0,-5.074,6.8737,-4392000,6563000, 
BRCD US Equity,BROCADE COMMUNICATIONS SYSTE,3474308096,22.7223,1.4216,1.4916,179314000,354402000,-96797000
BSQR US Equity,BSQUARE CORP,44939000,0,5.1885,1.9671,2104000,3753000,-625000
BTUI US Equity,BTU INTERNATIONAL INC,63387000,13.2898,2.8768,4.0942,3786000,7307000,-1192000
BZWR US Equity,BUSINESS WARRIOR CORP,354000,14.1243, ,1.6226, , , 
BUTLQ US Equity,BUTLER INTL INC,118755000,50.9671,-4.4732,2.2143,9603000, ,-2364000.0625
BFBL US Equity,BUTTERFIELD BLAIR INC, , , , , , , 
RSVP US Equity,BYRON PREISS MULTIMEDIA CO,6664000,54.4268,-72.5108,0.3581,-1568000, , 
CFON US Equity,C-PHONE CORP,1910000,0,-81.1961,4.5495,-2830000,571000,-27000
2326248D US Equity,CA INC,11461999616,11.4291,7.5345,1.0555,1312000000,476000000,-85000000
CACI US Equity,CACI INTERNATIONAL INC -CL A,2303424000,23.2695,7.131,1.5007,274958000, ,-14176000
CDNS US Equity,CADENCE DESIGN SYS INC,1860676992,30.6078,1.3626,1.4756,64696000,401549000,-23545000
CSOC US Equity,CADUCEUS SOFTWARE SYSTEMS CO,0, , ,0,-40899, ,0
CNO CN Equity,CALIFORNIA NANOTECHNOLOGIES,746320,0,-60.4116,0.1428,-375407,0,0
CALX US Equity,CALIX INC,361108000,0,-15.4284,1.9875,-48269000,66520000,-7962000
CALD US Equity,CALLIDUS SOFTWARE INC,127664000,48.4749,-13.1685,1.8746,-12407000,10808000,-1970000
CLWA US Equity,CALLWAVE INC,54374000,0,1.6942,10.6748,-8346999.9375,5218000,-906000
CLYW US Equity,CALYPSO WIRELESS INC,418128,113.0037,-293.85,0.0092,-2357611,106818,0
CBEX US Equity,CAMBEX CORP,314261,136.7153,76.2247,0.1059,-671331,850711,0
CTLP US Equity,CANTALOUPE INC,34841200,2.0939,-14.8148,2.3618,-3292702, ,-261739
CITI US Equity,CANTERBURY CONSULTING GRP,7798150,8.0581,-25.1946,1.4002,-1216325, ,-36517.001
CGSYQ US Equity,CAPITAL GROWTH SYSTEMS INC,29449000,0,3.4308,0.5953,-10062000, , 
CAPC US Equity,CAPSTONE COMPANIES INC,6501124,63.0882,9.0094,0.911,823689, ,-53066
CBRJ US Equity,CARBON RACE CORP,7400,2400,-3488.4395,0,-1660000,0,-9000
CARB US Equity,CARBONITE INC,96987000,0, ,1.5482,-22420000,14933000, 
CXCQ US Equity,CARDXX INC, , , , , , , 
CRVW US Equity,CAREVIEW COMMUNICATIONS INC,22446476,12.5194,-148.8366,13.5381, , , 
CRSM US Equity,CARSMARTT INC, , , , , , , 
CTQN US Equity,CASH TECHNOLOGIES INC,14913664,41.5754,50.1582,1.3763,-1965233, , 
CTHH US Equity,CATCHER HOLDINGS INC,2303497,103.6376,-522.2169,0.1817,-12119363,5599728,-109111
CTYO US Equity,CATHAYONLINE INC, , , , , , , 
CAVM US Equity,CAVIUM LLC,374336000,1.9536,14.3209,3.0387,15033000,83867000,-9710000
CDEX US Equity,CDEX INC-CLASS A SHARES, , , , , , , 
CESF US Equity,CE SOFTWARE INC, , , , , , , 
CEOS US Equity,CECORS INC,197183,66.4221,-349.2307,0.3325,-4128920, , 
CELO US Equity,CEELOX INC, , , , , , , 
CLTY US Equity,CELERITY SOLUTIONS INC,3617325,31.6823,-44.4423,0.8797,-2317567,1958480.9922, 
1873471D US Equity,CELSIA TECHNOLOGIES INC, , , , , , , 
CGSO US Equity,CENTERGISTIC SOLUTIONS INC,1724270,21.3422,19.677,1.2881,382807,264014,-45071
CEHC US Equity,CEPHAS HOLDING CORP,172103,1064.1395,-331.4577,0.0059,-209249, ,0
CERN US Equity,CERNER CORP,2843568128,4.7068,10.9986,3.7699,425397000,284305000,-102572000
CSNL US Equity,CES INTERNATIONAL INC, , , , , , , 
CHNL US Equity,CHANNELL COMMERCIAL CORP,49468000,34.0766,-32.8614,0.9782,-3840000,1673000,-5092000.1875
CRGEQ US Equity,CHARGE ENTERPRISES INC, , , , , , , 
CHWD US Equity,CHATSWORTH DATA SOLUTIONS IN,2630167,105.3124,-127.0351,0.4462,-2839713, ,-80018
CKP US Equity,CHECKPOINT SYSTEMS INC,1073438016,14.9154,-3.8492,2.0196,3275000,21343000,-21776000
CLAD US Equity,CHINA LIAONING DINGXU ECOLOG, , , , , , , 
CMNT US Equity,CHINA MULANS NANO TECHNOLOGY, , , , , , , 
CHYR US Equity,CHYRONHEGO CORP,34209000,0.1082,-12.2365,2.1244,-2140000,6666000,-829000
CIGW US Equity,CIG WIRELESS CORP,9880,0,-452.271,0.2869,-23699, ,0
CMXX US Equity,CIMETRIX INC,2029000,0,25.0648,2.0507,587000,1438000,-96000
CRLI US Equity,CIRCUIT RESEARCH LABS INC,11170004,28.0489,3.5819,1.0173,717201,2044100.0313,-49814
CRUS US Equity,CIRRUS LOGIC INC,460663008,1.4121,43.0051,4.2417,69022000,71841000,-29577000
CNWT US Equity,CISTERA NETWORKS INC,1926155,39.1752,-6.7525,0.0934,-107229, , 
CTXS US Equity,CITRIX SYSTEMS INC,3882864128,0,9.2686,1.2483,394498000,336966000,-111130000
CMST US Equity,CITYMAINSTREET TECH GROUP HL, , , , , , , 
CLFD US Equity,CLEARFIELD INC,30302092,0,23.8757,5.056,3716209, ,-745790
CLRO US Equity,CLEARONE INC,49033000,0,13.9688,4.1601,4786000,7216000,-360000
CSYS US Equity,CLEARSTORY SYSTEMS INC,6108000,27.243,-45.1651,0.2109,-2617000.0625,3262000,-83000.0005
CLRI US Equity,CLEARTRONIC INC, , , , , , , 
1498228D US Equity,CLOUD CENTRIC INC, , , , , , , 
CLDZ US Equity,CLOUD TECHNOLOGIES INC, , , , , , , 
CLHI US Equity,CLST HOLDINGS INC,39562000,65.6944,-14.0788,0.1392,-9701000, ,-1000
CMEY US Equity,CMONEY INC, , , , , , , 
CBRI US Equity,CMTSU LIQUIDATION INC,665251008,12.2694,-7.8728,1.5024,-17159000, ,-12861000
CNFT US Equity,CNF TECHNOLOGIES INC, , , , , , , 
COBR US Equity,COBRA ELECTRONICS CORP,78100000,25.8284,4.3815,1.7148,4458000, ,-1403000
CTSH US Equity,COGNIZANT TECH SOLUTIONS-A,5104115200,0,18.1737,3.663,1072945984,0,-238211000
COHR US Equity,COHERENT CORP,665928000,3.8896,13.781,4.6778,99149000,17396000,-48356000
2150994D US Equity,COHERENT INC,843265984,0.0081,11.3265,3.5753,112009000,81232000,-37117000
COHU US Equity,COHU INC,371084000,0,6.651,4.2088,26629000,36932000,-2483000
CLXS US Equity,COLLEXIS HOLDINGS INC, , , , , , , 
1876018D US Equity,COLOR IMAGING INC,17846350,0.0478,4.5043,4.4486,1275489,1155361,-425531
CGUD US Equity,COM-GUARD.COM INC, , , , , , , 
CMRO US Equity,COMARCO INC,5051000,0,-64.6317,0.9608,-7221000,2059000,-197000
CMCJ US Equity,COMCAM INTERNATIONAL INC, , , , , , , 
CMPY US Equity,COMEPAY INC, , , , , , , 
CBUIF US Equity,COMMODORE INTL LTD,265799984,49.699,-78.1028,0.6436,-284500000, , 
CSYT US Equity,COMMUNICATION SYNERGY TECHNO, , , , , , , 
CVLT US Equity,COMMVAULT SYSTEMS INC,344551008,0,8.5611,2.157,45965000,38561000,-4961000
CPVD US Equity,COMPUSONICS VIDEO CORP,1268774,2.995,-15.5642,0.003,-219604,42300,-1759
CHZS US Equity,COMPUTER HORIZONS CORP,125772000,0,-9.9846,2.4796,3736000, ,-963000
CSC US Equity,COMPUTER SCIENCES CORP,13320999936,24.5102,-15.102,1.6387,-2130999872, ,-627000000
CSVI US Equity,COMPUTER SERVICES INC,146476992,0.1379,17.6983,1.6374,40564000, ,-6526000
1314814D US Equity,COMPUTER SOFTWARE INNOVATION,23410000,20.094,1.7319,0.9152,758000,113000,-1092000
1519128D US Equity,COMPUWARE CORP,2111943936,5.9471,5.417,1.0322,144843000,101994000,-23734000
COMX US Equity,COMTREX SYSTEMS CORP,5962261,20.0399,0.8429,2.0446,197202.6016,99900,-217000.001
CMVT US Equity,COMVERSE TECHNOLOGY INC,2681216000,22.4189,-1.7548,1.0171,34293000,221531000,-17905000
SREV US Equity,CONCENTRIX SREV INC,221776000,0.987,7.5703,4.5205,-6735000,12911000,-10527000
CNQR US Equity,CONCUR TECHNOLOGIES INC,1155851008,20.7173,-0.9772,4.2539,9418000,35370000,-27932000
CTSI US Equity,CONDOR TECHNOLOGY SOLUTIONS,16104000,153.5333,-66.3307,0.3713,-375000, ,-230000
CTCT US Equity,CONSTANT CONTACT INC,189919008,0,3.6692,3.0169,6323000,28856000,-18162000
CTLR US Equity,CONTINENTAL RESOURCES INC/MA, , , , , , , 
CVG US Equity,CONVERGYS CORP,2345100032,5.4326,5.913,2.7168,-40600000,52000000,-74500000
CVNSQ US Equity,CONVERSION SERVICES INTERNAT,3159023,97.6806,-24.3575,0.4464,-150984, ,-21644
CNVO US Equity,CONVIO LLC,87431000,0.9699,2.9274,2.8832,2507000,10731000,-3295000
COYNQ US Equity,COPSYNC INC,2126056,35.3078,-137.4486,0.208,-2443342, , 
CRTG US Equity,CORETEC GROUP INC/THE, , , , , , , 
CSOD US Equity,CORNERSTONE ONDEMAND INC,119788000,2.9552,-97.7141,2.1701,-20984000,9662000,-1037000
CGLO US Equity,CORO GLOBAL INC,650046,0,-317.9695,2.522,-2570909, ,0
COSN US Equity,COSINE COMMUNICATIONS INC,20921000,0,-4.7799,116.2111,-1037000,0,0
COVR US Equity,COVER-ALL TECHNOLOGIES INC,20228316,1.4831,12.5329,2.3111,1405102,774974,0
CRAF US Equity,CRAFT COLLEGE INC, , , , , , , 
CRYYQ US Equity,CRAY COMPUTER CORP,13138000,22.8498,-114.6039,0.4084,-19120000, , 
CRAY US Equity,CRAY INC,255512000,0,12.6897,2.0068,37852000,53186000,-4787000
CXDO US Equity,CREXENDO INC,36278000,0,-20.4788,1.5548,-8038000,3430000,-942000
CSIS US Equity,CSI COMPUTER SPECIALISTS INC,5508230,27.232, ,1.0347, , , 
CSPI US Equity,CSP INC,41430000,0.0603,1.1793,2.7047,863000,2012000,-322000
CTIG US Equity,CTI GROUP HOLDINGS INC,15829481,0,-18.1239,1.1533,-359426,2571908,-1272845
VPF US Equity,CTS VALPEY CORP,12092000,0,5.5932,3.353,865000,1221000,-1070067
1917814D US Equity,CUBED INC, , , , , , , 
CYBD US Equity,CYBER DIGITAL INC,2713606,87.1604,-52.0715,0.2206,-1770604,40000,-4960
CYPJ US Equity,CYBER OPERATIONS INC, , , , , , , 
CYDEQ US Equity,CYBERDEFENDER CORP,7961647,168.9957,-395.5255,0.1744,-37630720,4001306,-149554
CYRD US Equity,CYBERECORD INC, , , , , , , 
CKYS US Equity,CYBERKEY SOLUTIONS INC, , , , , , , 
CYTL US Equity,CYBERMESH INTERNATIONAL CORP, , , , , , , 
CYRP US Equity,CYBRA CORP,339477,441.6918,-102.8816,0.0983,-359649,228646,-16014
CCLG US Equity,CYCLELOGIC INC,26911000,0,-110.2213,1.2939,-56741000,27129000, 
CYIO US Equity,CYIOS CORP,469216,7.3399,21.8422,2.5824,89678, ,0
CYMI US Equity,CYMER INC,890929984,0,12.3263,5.001,123111000,118517000,-19207000
CTEK US Equity,CYNERGISTEK LLC,7735881,20.2215,-38.2378,1.3085,-2468882,0,-19242
DGIF US Equity,D7 ENTERPRISES INC, , , , , , , 
DAEG US Equity,DAEGIS INC,58408000,39.9654,-25.5535,1.3523,3803000,7810000,-1552000
DAKT US Equity,DAKTRONICS INC,339480000,3.6406,3.7347,2.1669,16437000,21189000,-12498000
DASX US Equity,DAS INC, , , , , , , 
DTEV US Equity,DATA EVOLUTION HOLDINGS INC, , , , , , , 
