Ticker,Name,Tot Assets LF,Debt/Assets LF,ROA LF,Curr Ratio LF,EBIT T12M,R&D Exp T12M,CAPEX T12M
1806133D US Equity,ADVANCED PHOTONIX INC-CL A,22637000,18.673,-15.9164,1.4516,-3206000,5704000,-303000
APWL US Equity,ADVANCED POWERLINE TECHNOLOG, , , , , , , 
ADVCD US Equity,ADVANT-E CORPORATION,6177458,0,30.7908,3.0582,3031419, ,-113069
ADVS US Equity,ADVENT SOFTWARE INC,454896000,76.9407,5.0566,0.6392,40427000,68891000,-3147000
AECS US Equity,AEC HOLDINGS CORP,468717,1.6001, ,90.44, , , 
AEHR US Equity,AEHR TEST SYSTEMS,11444000,8.2751,-27.9297,1.7935,-3201000,2962000,-117000
AGHC US Equity,AEON GLOBAL HEALTH CORP,11182000,7.3243,-84.1725,1.766,-7183000,1078000,-199000
AERS US Equity,AERIUS INC, , , , , , , 
ARX US Equity,AEROFLEX HOLDING CORP,1031024000,56.9337,-7.3109,3.5301,-64934000,87552000,-22048000
AFTM US Equity,AFTERMASTER INC,668641,744.6567,-644.7042,0.0463,-3129438, ,-124837
AGNUQ US Equity,AG&E HOLDINGS INC,26874000,0.2679,3.4868,2.3839, , , 
AIFS US Equity,AGENT INFORMATION SOFTWARE I, , , , , , , 
AGYS US Equity,AGILYSYS INC,184479008,0.0526,12.0494,3.2913,-656000,30532000,-8961000
AJX CN Equity,AGJUNCTION INC,62450372,0.5234,-35.8658,3.8805,469847,8700734,-14343794
ANSE US Equity,AINSLIE CORP, , , , , , , 
2554116D US Equity,AIRSPAN NETWORKS INC,69911000,20.3158,-54.1265,1.477,-37559000,24136000,-1938000
2371225D US Equity,AIRTOUCH COMMUNICATIONS INC,4057619,24.2072,-150.1729,1.2306,-9277622,2146816,-87892
ASYI US Equity,AISYSTEMS INC, , , , , , , 
AKAM US Equity,AKAMAI TECHNOLOGIES INC,2885125120,0,10.3761,3.1905,393950000,87730000,-257281000
ALAN US Equity,ALANCO TECHNOLOGIES INC,7088600,0,-12.1403,9.5292,-1630600, ,-153300
ALMY US Equity,ALCHEMY CREATIVE INC, , , , , , , 
RIME US Equity,ALGORHYTHM HOLDINGS INC,22686214,0.1394,10.0141,1.1743,260407, ,-341739
EDGW US Equity,ALITHYA USA INC,52664000,0,5.002,2.2909,3120000, ,-315000
ADGL US Equity,ALLDIGITAL HOLDINGS INC,2228418,66.6392, ,0.7795,-1592824, ,-70991
AFOP US Equity,ALLIANCE FIBER OPTIC PRODUCT,94996000,0,20.08,3.9185,13532000,3527000,-4758000
ADSV US Equity,ALLIED SECURITY INNOVATIONS,835739,1274.8563,173.4423,0.0195,-296084,90271,0
AOSL US Equity,ALPHA & OMEGA SEMICONDUCTOR,356419008,4.7958,-3.6334,3.8985,-9733000,27747000,-8908000
1541931D US Equity,ALTERA CORP,5019764224,9.9606,9.5613,5.8992,496481992,372917000,-38417000
ATGN US Equity,ALTIGEN COMMUNICATIONS INC,6428000,1.7579,-18.1269,1.0653,-1370000,4000000,-4995000
AMBA US Equity,AMBARELLA INC,175684000,0,15.5709,5.6843,25837000,46965000,-1915000
ABHI US Equity,AMBICOM HOLDINGS INC, , , , , , , 
DOX US Equity,AMDOCS LTD,4925813248,4.0602,8.6185,2.1243,481552000,240266000,-106724000
ADHC US Equity,AMERICAN DIVERSIFIED HOLDING, , , , , , , 
AGIN US Equity,AMERICAN GRAPHITE TECHNOLOGI,703155,0,-97.5428,17.3863,-626994, ,0
ASVPQ US Equity,AMERICAN TONERSERVE CORP, , , , , , , 
AMWK US Equity,AMERISTAR NETWORK INC, , , , , , , 
ATVK US Equity,AMERITEK VENTURES,17869,139.9071,-168.3373,0.0921,-21434, ,0
INSF US Equity,AMETEK CTS US INC, , , , , , , 
AMKR US Equity,AMKOR TECHNOLOGY INC,3476918016,47.481,2.2338,1.653,198064000,60615000,-556204000
AMPG US Equity,AMPLITECH GROUP INC,492118,83.7903, ,0.4232, , , 
ASYS US Equity,AMTECH SYSTEMS INC,110947000,0,-16.7263,2.0369,-15566000,6593000,-184000
ANDI US Equity,ANDIAMO CORP, , , , , , , 
ANDR US Equity,ANDREA ELECTRONICS CORP,3127838,0,-30.016,4.4918,-992300,697809,-15730
ANPL US Equity,ANPULO FOOD DEVELOPMENT INC, , , , , , , 
ANSS US Equity,ANSYS INC,2618278912,0,8.7108,2.4808,311250000,147765000,-20242000
AES BH Equity,APOLLO ENTERPRISE SOLUTION, , , , , , , 
APGTQ US Equity,APPGATE INC, , , , , , , 
AAPL US Equity,APPLE INC,206999994368,8.1932,19.3372,1.6786,48999000064,4475000064,-8164999936
AMAT US Equity,APPLIED MATERIALS INC,12042999808,16.1588,2.1205,2.3095,432000000,1403000000,-197000000
AMCC US Equity,APPLIED MICRO CIRCUITS CORP,189160992,0,-59.5691,1.4383,-125325000,221963000,-3462000
AAOI US Equity,APPLIED OPTOELECTRONICS INC,75934000,35.1792, ,1.5208, , , 
ATHYQ US Equity,APPLIEDTHEORY CORPORATION,130246000,34.0463,-49.4042,0.7984,-42109000,2269999.9688,-2032000
APPG US Equity,APPTIGO INTERNATIONAL INC,23313,10.3976, ,9.6176, , , 
AQNM US Equity,AQUENTIUM INC,10638,0,-5084.3623,0.0043,-319033, ,0
AHCD US Equity,ARCHIVALCD INC, , , , , , , 
3664 TT Equity,ARRAY INC,1494446976,0,-4.198,3.5903,-112522000,296826000, 
1367809D US Equity,ARRIS GROUP INC,1561949056,19.9795,7.6366,4.2265,100492000,71233000,-15072000
ARRS US Equity,ARRIS INTERNATIONAL LTD,4585953792,46.1483,-1.0173,1.4954,-42857000,336761000,-60370000
ARW US Equity,ARROW ELECTRONICS INC,10366049280,18.7614,4.2981,1.7837,720331008, ,-122115000
ARTD US Equity,ARTISTDIRECT INC,4196000,65.1811,-124.7979,0.6119,-5697000,398000,-101000
ARUN US Equity,ARUBA NETWORKS LLC,639105024,0,-5.9668,2.4587,-22175000,148228000,-19902000
ASAL US Equity,ASA INTL LTD,18748498,17.8579,6.8838,2.4646,-708089, ,-796189
ASTN US Equity,ASANTE NETWORKS INC,39896000,0, ,2.2122, , , 
ASNL US Equity,ASANTE TECHNOLOGIES INC,5546000, ,-34.2195,1.6931,-2036000,2224000,-18000.0001
2061517D US Equity,ASPEN TECHNOLOGY INC,367059008,0,15.8235,1.3865,71495000,62584000,-4997000
ASP SS Equity,ASPIRO AB,186299008,0,-53.8347,1.1125,-111168000, ,-1750000
APYI US Equity,ASPYRA INC,14632753,31.427,-41.6156,0.1914,-4616055,1782590,-38817
AMNW US Equity,ASSURANCE GROUP INC,0, , ,0, , , 
ATEA US Equity,ASTEA INTL INC,14416000,12.4861,-9.7,0.6699,-1221000,1250000,-89000
ASTO US Equity,ASTRO COMMUNICATIONS INC, , , , , , , 
ALOT US Equity,ASTRONOVA INC,77768000,0,12.2235,5.8623,2081000,4667000,-1231528
ASUR US Equity,ASURE SOFTWARE INC,35334000,47.1444,-6.1751,0.5817,275000,2509000, 
1885807D US Equity,ATHENAHEALTH INC,788217024,30.7656,-0.7731,1.0292,-1778000,50580000,-26183000
ATYG US Equity,ATLAS TECHNOLOGY GROUP INC,2278610,0,-367.6791,0.0819,-3689078,1380491, 
SYNT US Equity,ATOS SYNTEL INC,905702016,0.7733,24.7525,6.7134,247759000, ,-23259000
AFLO US Equity,AUCTION FLOOR INC, , , , , , , 
ADNC US Equity,AUDIENCE INC,193464992,0,4.6425,5.02,11027000,39771000,-7636000
AEYE US Equity,AUDIOEYE INC,4161157,5.9327, ,0.4274, , , 
ARUZQ US Equity,AURASOUND INC,40764296,0,-0.8703,0.8477,269875,764904,-699970
AURZ US Equity,AURIOS INC, , , , , , , 
AHRO US Equity,AUTHENTIC HOLDINGS INC,0, , , ,0,0, 
AVSM US Equity,AVATAR SYSTEMS INC, , , , , , , 
AVNW US Equity,AVIAT NETWORKS INC,297800000,2.0148,-8.4561,2.0076,-12400000,39800000,-12900000
AVID US Equity,AVID TECHNOLOGY INC,553966016,0,0.133,1.501,-70806000,106199000,-8568000
2316317D US Equity,AVINCI MEDIA CORP,629857,51.368,-118.29,0.6763,-995895,506581.9922,-1683
AVSR US Equity,AVISTAR COMMUNICATIONS CORP,3259000,276.1583,-137.0459,0.1697,-5221000,5410000,-135000
AVT US Equity,AVNET INC,10558264320,19.6931,4.5533,1.7838,704996000, ,-100378000
AVX US Equity,AVX CORP,2636937984,0,3.8723,4.4089,148484000, ,-32291000
ACLS US Equity,AXCELIS TECHNOLOGIES INC,227280992,6.5998,-14.0449,5.3389,-29782000,34259000,-539000
AXST US Equity,AXESSTEL INC,9233157,53.2212,-55.183,0.4757,-6246060, ,-25644
AXTI US Equity,AXT INC,165272992,1.6488,-4.5165,5.6564,-6948000,3502000,-6047000
AXTC US Equity,AXTIVE CORP,5055761,117.9607,-96.1445,0.0868,-2482785, ,-99000.0001
SCDA US Equity,B-SCADA INC, , , , , , , 
CUDA US Equity,BARRACUDA NETWORKS INC,236168000,2.1099,-3.5187,0.6414,-14530000,41557000, 
BRGS US Equity,BARRISTER GLOBAL SVCS NTWK,7673000,11.1951,-11.9478,1.3889,-1021000, ,-523000
BSSP US Equity,BASSLINE PRODUCTIONS INC,8421,983.838, ,0.092, , , 
1624250D US Equity,BAZAARVOICE INC,322374016,0,-19.9557,1.2273,-66339000,36744000,-11274000
BLLI US Equity,BELL INDUSTRIES INC,29106000,59.0497,-0.2423,1.8181,1148000,0,-272000.002
BNEZ US Equity,BEN EZRA WEINSTEIN AND CO, , , , , , , 
BHE US Equity,BENCHMARK ELECTRONICS INC,1563568000,0.6544,4.037,3.5425,80833000, ,-31721000
BNFT US Equity,BENEFITFOCUS INC,127785000,5.8935, ,2.6935,-23633000,20757000, 
BGTK US Equity,BIG TOKEN INC, , , , , , , 
BSGC US Equity,BIGSTRING CORP,144798,178.8008,-139.9913,0.2002,-628194,627631,0
BKYI US Equity,BIO-KEY INTERNATIONAL INC,705458,70.4942,-171.755,0.3325,-1121973,1129325,-23446
BAZH US Equity,BIOAUTHORIZE HOLDINGS INC, , , , , , , 
BRGX US Equity,BIOREGENX INC, , , , , , , 
ACCL US Equity,BIOVIA CORP,373316000,0,-2.1269,1.2965,-39626000,38611000,-13874000
BTGN US Equity,BITCOIN GENERATION INC,13438,587.5726,-18689.2031,0.0178,-2743793, ,0
BIZZ US Equity,BIZZINGO INC, , , , , , , 
BKTI US Equity,BK TECHNOLOGIES CORP,34159000,0,4.1909,10.3565,1799000,0,-234000
9876577D US Equity,BK TECHNOLOGIES INC, , , , , , , 
BBBT US Equity,BLACK BIRD BIOTECH INC, , , , , , , 
BBOX US Equity,BLACK BOX CORP,857932992,20.1759,3.2335,2.0387,56406000, ,-7511000
LPS US Equity,BLACK KNIGHT INFOSERV LLC,2372525056,45.0206,4.6945,1.262,259892000, ,-43004000
BLKB US Equity,BLACKBAUD INC,649948992,26.7252,3.3372,0.5867,46795000,66786000,-18537000
BRTI US Equity,BLACKRIDGE TECHNOLOGY INTERN, , , , , , , 
BCDS US Equity,BLAQCLOUDS INC,38180776,0,-4.5507,21.7604,-1754239, ,0
BDRL US Equity,BLONDER TONGUE LABORATORIES,22908000,23.6511,-18.6331,3.3566,-2399000,3319000, 
BKSD US Equity,BLUEPRINT TECHNOLOGIES INC, , , , , , , 
BOGN US Equity,BOGEN COMMUNICATIONS INTL,33390000,16.1725, ,1.2809, , , 
BAH US Equity,BOOZ ALLEN HAMILTON HOLDINGS,3184518912,53.0713,7.9407,1.6713,503809000, ,-25456000
BRRN US Equity,BORN INC, , , , , , , 
EPAY US Equity,BOTTOMLINE TECHNOLOGIES INC/,642556032,21.954,-3.8934,3.0024,-7808000,33075000,-11670000
BDLS US Equity,BOUNDLESS CORP,2432000,32.977,561.3862,0.8667,-48000,204000,-14000.0001
BVTK US Equity,BRAVATEK SOLUTIONS INC,78331,874.946,-843.826,0.0578,-522145, ,-1304
BLIN US Equity,BRIDGELINE DIGITAL INC,36977000,18.4736,-10.1971,1.0094,-3159000,1367000,-545000
BTSR US Equity,BRIGHTSTAR INFORMATION TECH,4813000,66.8398,-44.2698,0.387,-854000, ,0
BCST US Equity,BROADCAST INTERNATIONAL INC,816594,623.0025,-42.3335,0.0678,-2964643,880817,-12226
BRCM US Equity,BROADCOM CORP-CL A,11345000448,14.9317,4.5624,2.1805,549000000,2433000000,-227000000
AVGO US Equity,BROADCOM INC,3415000064,0.0586,17.588,4.2979,552000000,397000000,-236000000
BSFT US Equity,BROADSOFT INC,354783008,25.4336,-1.3596,3.2265,-614000,46856000,-5321000
BVSN US Equity,BROADVISION INC,51975000,0,-9.6182,7.6532,-5727000,6967000,-71000
BRCD US Equity,BROCADE COMMUNICATIONS SYSTE,3621391104,16.5462,5.793,2.5377,308483000,378521000,-52371000
BSQR US Equity,BSQUARE CORP,41309000,0,-10.4754,2.1917,-2517000,2895000,-271000
BTUI US Equity,BTU INTERNATIONAL INC,42262000,18.1487,-26.7888,2.9975,-11177000,4756000,-231000
BZWR US Equity,BUSINESS WARRIOR CORP,354000,14.1243, ,1.6226, , , 
BFBL US Equity,BUTTERFIELD BLAIR INC, , , , , , , 
RSVP US Equity,BYRON PREISS MULTIMEDIA CO,6664000,54.4268,-72.5108,0.3581,-1568000, , 
2326248D US Equity,CA INC,11594999808,15.3428,9.3952,1.3699,1231000000,522000000,-53000000
CACI US Equity,CACI INTERNATIONAL INC -CL A,2550248960,24.2698,5.9754,1.0684,267286000, ,-12573000
CDNS US Equity,CADENCE DESIGN SYS INC,2557387008,20.0923,19.3762,0.9819,207469000,516939008,-45984000
CSOC US Equity,CADUCEUS SOFTWARE SYSTEMS CO,0, , ,0,-116086, ,0
CNO CN Equity,CALIFORNIA NANOTECHNOLOGIES,463299,0,-90.2811,0.2035,-470386,85923,-12713
CALX US Equity,CALIX INC,392136000,0,-4.5768,2.1094,-18145000,77127000,-7775000
CALD US Equity,CALLIDUS SOFTWARE INC,130489000,47.4423,-17.9815,1.121,-17840000,17590000,-3483000
CLWA US Equity,CALLWAVE INC,54374000,0,1.6942,10.6748,-8346999.9375,5218000,-906000
CBEX US Equity,CAMBEX CORP,314261,136.7153,76.2247,0.1059,-671331,850711,0
CTLP US Equity,CANTALOUPE INC,36678496,12.042,3.1975,0.8391,1257075, ,-9212431
CITI US Equity,CANTERBURY CONSULTING GRP,7798150,8.0581,-25.1946,1.4002,-1216325, ,-36517.001
CGSYQ US Equity,CAPITAL GROWTH SYSTEMS INC,29449000,0,3.4308,0.5953,-10062000, , 
CAPC US Equity,CAPSTONE COMPANIES INC,8116654,66.7645,-2.4316,0.8043,165995, ,-24535
CBRJ US Equity,CARBON RACE CORP,7400,2400,-3488.4395,0,-1660000,0,-9000
CARB US Equity,CARBONITE INC,105072000,0,-13.0153,0.8338,-13142000,20763000,-10173000
CXCQ US Equity,CARDXX INC, , , , , , , 
CRVW US Equity,CAREVIEW COMMUNICATIONS INC,14208187,126.6239,-98.2716,1.8319,-8452700,931681, 
CRSM US Equity,CARSMARTT INC, , , , , , , 
CTYO US Equity,CATHAYONLINE INC, , , , , , , 
CAVM US Equity,CAVIUM LLC,357647008,11.4736,-21.9811,3.0696,-44734000,127787000,-7408000
CDEX US Equity,CDEX INC-CLASS A SHARES, , , , , , , 
CDW US Equity,CDW CORP/DE,6038799872,56.4698,1.7648,1.5274,497500000, ,-46500000
CESF US Equity,CE SOFTWARE INC, , , , , , , 
CEOS US Equity,CECORS INC,197183,66.4221,-349.2307,0.3325,-4128920, , 
CELO US Equity,CEELOX INC, , , , , , , 
CLTY US Equity,CELERITY SOLUTIONS INC,3617325,31.6823,-44.4423,0.8797,-2317567,1958480.9922, 
CGSO US Equity,CENTERGISTIC SOLUTIONS INC,1724270,21.3422,19.677,1.2881,382807,264014,-45071
CEHC US Equity,CEPHAS HOLDING CORP,360822,612.2847,-1414.9933,0,-278590,0,0
CERN US Equity,CERNER CORP,3966370048,4.6113,12.1046,2.9106,652706992,324967000,-271869000
CSNL US Equity,CES INTERNATIONAL INC, , , , , , , 
ECOM US Equity,CHANNELADVISOR CORP,128674000,10.0316, ,3.7968,-8550000,11458000, 
CRGEQ US Equity,CHARGE ENTERPRISES INC, , , , , , , 
CHWD US Equity,CHATSWORTH DATA SOLUTIONS IN,2630167,105.3124,-127.0351,0.4462,-2839713, ,-80018
CKP US Equity,CHECKPOINT SYSTEMS INC,782886016,11.3989,-5.7265,1.9279,-852000,17280000,-7941000
CLAD US Equity,CHINA LIAONING DINGXU ECOLOG, , , , , , , 
CMNT US Equity,CHINA MULANS NANO TECHNOLOGY, , , , , , , 
CHYR US Equity,CHYRONHEGO CORP,49962000,6.8212,-57.1835,1.0788,-2796000,8285000,-1660000
CIGW US Equity,CIG WIRELESS CORP,69024512,28.1646,-18.9204,0.2127, , , 
CMXX US Equity,CIMETRIX INC,3158000,0,52.7077,3.6527,-103000,948000,-22000
CRLI US Equity,CIRCUIT RESEARCH LABS INC,11170004,28.0489,3.5819,1.0173,717201,2044100.0313,-49814
CRUS US Equity,CIRRUS LOGIC INC,699161024,1.6064,21.5725,6.1174, , ,-32719000
CNWT US Equity,CISTERA NETWORKS INC,1926155,39.1752,-6.7525,0.0934,-107229, , 
CTXS US Equity,CITRIX SYSTEMS INC,5123988992,0,6.5516,0.9912,365283992,512048000,-162278000
CMST US Equity,CITYMAINSTREET TECH GROUP HL, , , , , , , 
CLFD US Equity,CLEARFIELD INC,46413340,0,11.2505,5.4159,7444735, ,-1018453
CLRO US Equity,CLEARONE INC,80995000,0,42.5137,4.572,5466000,7762000,-1037000
CSYS US Equity,CLEARSTORY SYSTEMS INC,6108000,27.243,-45.1651,0.2109,-2617000.0625,3262000,-83000.0005
CLRI US Equity,CLEARTRONIC INC, , , , , , , 
1498228D US Equity,CLOUD CENTRIC INC, , , , , , , 
CLDZ US Equity,CLOUD TECHNOLOGIES INC, , , , , , , 
CLHI US Equity,CLST HOLDINGS INC,39562000,65.6944,-14.0788,0.1392,-9701000, ,-1000
CMEY US Equity,CMONEY INC, , , , , , , 
CBRI US Equity,CMTSU LIQUIDATION INC,549416000,3.2072,-3.6887,1.6315,-6045000, ,-4753000
CNFT US Equity,CNF TECHNOLOGIES INC, , , , , , , 
COBR US Equity,COBRA ELECTRONICS CORP,79014000,25.1209,-2.1151,1.8247,-2085000, ,-1342000
ITEN US Equity,CODESMART HOLDINGS INC, , , , , , , 
CTSH US Equity,COGNIZANT TECH SOLUTIONS-A,7617148928,0,17.24,3.5824,1586322016,0,-280095000
COHR US Equity,COHERENT CORP,999518016,21.1174,5.5873,4.6249,61595000,24851000,-25917000
2150994D US Equity,COHERENT INC,966478016,0.0002,7.1842,4.3148,84899000,82785000,-21988000
COHU US Equity,COHU INC,341120000,0,-9.3169,3.3334,-35039000,46791000,-3364000
CLXS US Equity,COLLEXIS HOLDINGS INC, , , , , , , 
1876018D US Equity,COLOR IMAGING INC,17846350,0.0478,4.5043,4.4486,1275489,1155361,-425531
CGUD US Equity,COM-GUARD.COM INC, , , , , , , 
CMRO US Equity,COMARCO INC,2392000,45.2341,-141.903,0.2638,-2874000,1218000,-49000
CMCJ US Equity,COMCAM INTERNATIONAL INC, , , , , , , 
CMPY US Equity,COMEPAY INC, , , , , , , 
CBUIF US Equity,COMMODORE INTL LTD,265799984,49.699,-78.1028,0.6436,-284500000, , 
COMM US Equity,COMMSCOPE HOLDING CO INC,4798775808,62.8237, ,2.6496, , , 
CSYT US Equity,COMMUNICATION SYNERGY TECHNO, , , , , , , 
CVLT US Equity,COMMVAULT SYSTEMS INC,688310976,0,10.2016,2.8082,89943000,51169000,-40134000
CPVD US Equity,COMPUSONICS VIDEO CORP,1268774,2.995,-15.5642,0.003,-219604,42300,-1759
CSC US Equity,COMPUTER SCIENCES CORP,10773000192,25.0812,10.4183,1.8777,827000000, ,-368000000
CSVI US Equity,COMPUTER SERVICES INC,166938000,0.0096,15.4649,1.3531,43670000, , 
1519128D US Equity,COMPUWARE CORP,1970480000,0.7105,-0.6025,1.127,2131000,102414000,-17250000
COMX US Equity,COMTREX SYSTEMS CORP,5962261,20.0399,0.8429,2.0446,197202.6016,99900,-217000.001
SREV US Equity,CONCENTRIX SREV INC,388399008,29.1023,-7.2423,9.1214,-17375000,24502000,-6412000
CNQR US Equity,CONCUR TECHNOLOGIES INC,1724934016,37.5222,-1.656,2.1814,6396000,57271000,-50172000
CTSI US Equity,CONDOR TECHNOLOGY SOLUTIONS,16104000,153.5333,-66.3307,0.3713,-375000, ,-230000
CTCT US Equity,CONSTANT CONTACT INC,271351008,0,3.5186,2.1492,10601000,44136000,-20980000
CTLR US Equity,CONTINENTAL RESOURCES INC/MA, , , , , , , 
CUSXQ US Equity,CONTINUITYX SOLUTIONS INC, , , , , , , 
CTRL US Equity,CONTROL4 CORP,121690000,2.7266, ,4.8162,5248000,23861000, 
CVG US Equity,CONVERGYS CORP,1980199936,3.0855,5.6167,3.8361,128900000,8400000,-76000000
CVNSQ US Equity,CONVERSION SERVICES INTERNAT,3159023,97.6806,-24.3575,0.4464,-150984, ,-21644
COYNQ US Equity,COPSYNC INC,1415723,52.0817,-228.841,0.1929,-3602523,2159558,-120999
CRTG US Equity,CORETEC GROUP INC/THE, , , , , , , 
CSOD US Equity,CORNERSTONE ONDEMAND INC,412795008,52.996,-13.1969,2.2816,-33803000,19628000,-8243000
CGLO US Equity,CORO GLOBAL INC,405418,0,94.9451,0.0867, , , 
COSN US Equity,COSINE COMMUNICATIONS INC,20227000,0,-3.278,71.7163,-1029000,0,0
COVR US Equity,COVER-ALL TECHNOLOGIES INC,19144096,10.9041,-16.1835,1.1406,-2868979,2008276,-47775
COVS US Equity,COVISINT CORP,161298000,0, ,2.784,-20807000,9210000,-1421000
CRAF US Equity,CRAFT COLLEGE INC, , , , , , , 
CRYYQ US Equity,CRAY COMPUTER CORP,13138000,22.8498,-114.6039,0.4084,-19120000, , 
CRAY US Equity,CRAY INC,500806016,0,-0.9228,3.0126,-23928000,79926000,-12392000
CXDO US Equity,CREXENDO INC,10876000,0,-39.9534,2.7491,-7357000,1757000,-110000
CSPI US Equity,CSP INC,47225000,0,0.7508,2.7053,701000,1857000,-858000
CTIG US Equity,CTI GROUP HOLDINGS INC,10517240,1.4708,-9.5766,0.741, , , 
CTS US Equity,CTS CORP,539862976,23.8209,1.4265,2.5279,27737000,23069000,-14593000
1917814D US Equity,CUBED INC, , , , , , , 
1948655D US Equity,CVENT INC,214964000,0, ,2.6091,433000,10318000, 
CYNI US Equity,CYAN INC,142376000,3.5118, ,2.7357,-28491000,30759000, 
CYBD US Equity,CYBER DIGITAL INC,2713606,87.1604,-52.0715,0.2206,-1770604,40000,-4960
CYPJ US Equity,CYBER OPERATIONS INC, , , , , , , 
CYRD US Equity,CYBERECORD INC, , , , , , , 
CKYS US Equity,CYBERKEY SOLUTIONS INC, , , , , , , 
CLOQ US Equity,CYBERLOQ TECHNOLOGIES INC, , , , , , , 
CYTL US Equity,CYBERMESH INTERNATIONAL CORP, , , , , , , 
CYRP US Equity,CYBRA CORP,254289,574.1499,-61.6367,0.0666,-119190,189308,-8559
CYIO US Equity,CYIOS CORP,380825,7.7608,-13.9318,2.3205,-112731, ,0
CTEK US Equity,CYNERGISTEK LLC,10730621,20.5829,6.1828,0.9139,1016521,0,-22918
DGIF US Equity,D7 ENTERPRISES INC, , , , , , , 
DAEG US Equity,DAEGIS INC,32415000,48.2986,-2.0627,1.2177,1071000,7081000,-251000
DAKT US Equity,DAKTRONICS INC,347632992,3.7361,6.3991,2.1269,29192000,22946000,-11628000
DASX US Equity,DAS INC, , , , , , , 
DTEV US Equity,DATA EVOLUTION HOLDINGS INC, , , , , , , 
DAIO US Equity,DATA I/O CORP,19159000,0,-20.7319,4.0651,-1389000,4747000, 
DTAS US Equity,DATA STORAGE CONSULTING SERV, , , , , , , 
DTST US Equity,DATA STORAGE CORP,5319197,25.6185,-43.4376,0.1346,-2165132, ,-106053
DATX US Equity,DATA TRANSLATION INC,6486000,0,-14.8475,2.0747,-1070000,2920000,-180000.002
ATDS US Equity,DATA443 RISK MITIGATION INC, , , , , , , 
DTLK US Equity,DATALINK CORP,373168992,3.2835,2.533,1.4955,13573000,26679000,-2592000
DLGI US Equity,DATALOGIC INTERNATIONAL INC,1616746,121.6553,-125.5494,0.5532,-2987417, ,-316779.002
DTRK US Equity,DATATRAK INTERNATIONAL INC,4667507,0,-8.9621,0.6768,-1156426, , 
DWCH US Equity,DATAWATCH CORP,69321000,5.7486,-9.1114,1.2995,-3816000,3892000,-152000
DDD LN Equity,DDD GROUP PLC,7932000,0,-8.6595,3.7744,-413000, ,-67000
DLAD US Equity,DEALERADVANCE INC,57863,18753.3223,-4895.8491,0.0037,-2320281, ,0
2318580D US Equity,DEALERTRACK TECHNOLOGIES INC,940643008,17.8863,1.0992,3.3996,16773000,14566000,-16560000
DRSV US Equity,DEBT RESOLVE INC,125716,1794.8225,-1202.8077,0.0235,-898197, ,0
DECN US Equity,DECISION DIAGNOSTICS CORP,4790296,64.6075,-113.5557,1.1059,-4856697,0,0
DPSI US Equity,DECISIONPOINT SYSTEMS INC/CA,33864000,24.5364,-13.8532,0.6197,-5477441,0,-47310
DPFD US Equity,DEEP FIELD TECHNOLOGIES-CL A,4475924,101.6011,-231.3316,0.1333,-1695713, ,0
LCHL US Equity,DEFI GLOBAL INC,2452706,67.605,-449.8521,0.0172,-4927941, , 
DEGA US Equity,DEGA TECHNOLOGY INC,2000.0001,1300,-294.5736,0.0099,-225000, ,0
DGMA US Equity,DEGAMA SOFTWARE SOLUTIONS IN, , , , , , , 
